Transaction_ID,Client_ID,Transaction_Type,Amount,Department,Date
1469,1390,expense,263.37,Marketing,2024-11-01
1470,1178,income,1529.58,Sales,2024-09-18
1471,1967,expense,1002.83,HR,2024-09-14
1472,1553,expense,175.84,Finance,2024-07-20
1473,1447,expense,86.75,Finance,2024-11-23
1474,1499,expense,285.81,Finance,2024-12-29
1475,1014,income,257.0,Sales,2024-07-12
1476,1622,income,428.68,Sales,2024-10-20
1477,1668,expense,437.8,Marketing,2024-11-30
1478,1288,expense,693.12,HR,2024-08-29
1479,1477,expense,356.56,Marketing,2024-09-13
1480,1230,expense,55.37,Marketing,2024-10-18
1481,1922,expense,976.99,Finance,2024-08-03
1482,1419,expense,185.36,Sales,2024-11-18
1483,1156,expense,1775.38,HR,2024-12-13
1484,1549,expense,62.7,Marketing,2024-11-17
1485,1440,income,1588.04,HR,2024-08-05
1486,1096,expense,47.71,Finance,2024-07-28
1487,1996,income,131.36,Marketing,2024-08-08
1488,1410,income,23.85,Sales,2024-09-15
1489,1950,expense,610.58,Marketing,2024-12-18
1490,1288,income,949.56,Finance,2024-10-12
1491,1253,income,284.64,Marketing,2024-09-29
1492,1195,income,1319.18,Finance,2024-10-23
1493,1597,expense,446.16,Marketing,2024-12-06
1494,1833,expense,497.14,HR,2024-07-02
1495,1521,expense,933.52,Sales,2024-10-25
1496,1516,income,176.06,Finance,2024-09-20
1497,1634,expense,218.68,HR,2024-09-28
1498,1841,expense,1181.97,Finance,2024-08-11
1499,1864,income,1156.13,Marketing,2024-07-31
1500,1117,expense,1875.01,Finance,2024-08-30
1501,1805,income,1160.57,Finance,2024-10-10
1502,1908,expense,68.12,Sales,2024-08-25
1503,1158,expense,867.85,HR,2024-09-21
1504,1814,expense,263.68,Marketing,2024-11-05
1505,1227,income,2344.35,Sales,2024-07-14
1506,1876,expense,319.6,Finance,2024-07-14
1507,1215,expense,403.53,Sales,2024-12-04
1508,1947,expense,377.27,Finance,2024-12-25
1509,1695,expense,194.11,Marketing,2024-08-19
1510,1014,income,38.99,Finance,2024-10-09
1511,1156,income,1130.01,Sales,2024-09-06
1512,1647,expense,811.45,Sales,2024-09-09
1513,1260,expense,75.14,Finance,2024-07-11
1514,1156,expense,749.77,HR,2024-07-14
1515,1046,income,491.54,Sales,2024-10-14
1516,1323,expense,263.09,HR,2024-10-12
1517,1843,income,146.53,HR,2024-11-08
1518,1684,expense,982.09,HR,2024-11-05
1519,1129,expense,602.3,HR,2024-07-08
1520,1410,expense,396.75,Sales,2024-12-18
1521,1094,income,470.25,Sales,2024-11-14
1522,1626,expense,47.74,HR,2024-07-19
1523,1754,income,321.15,Sales,2024-11-17
1524,1931,income,107.65,HR,2024-12-02
1525,1291,expense,116.84,HR,2024-10-20
1526,1793,expense,541.33,HR,2024-08-27
1527,1810,income,1211.0,Finance,2024-07-25
1528,1282,expense,258.55,Marketing,2024-08-14
1529,1068,expense,116.44,Sales,2024-10-10
1530,1659,expense,523.12,Sales,2024-08-17
1531,1010,income,1024.7,HR,2024-08-19
1532,1253,expense,689.8,Finance,2024-09-19
1533,1841,income,1015.35,Finance,2024-08-13
1534,1871,income,384.53,Sales,2024-08-28
1535,1549,income,696.91,HR,2024-12-08
1536,1133,expense,75.45,Sales,2024-10-11
1537,1711,income,214.07,HR,2024-09-16
1538,1022,income,246.78,HR,2024-12-03
1539,1814,income,358.0,Marketing,2024-07-18
1540,1345,expense,1323.08,HR,2024-12-30
1541,1301,expense,1036.91,Marketing,2024-12-08
1542,1362,income,72.24,Sales,2024-10-24
1543,1395,expense,94.85,Sales,2024-10-14
1544,1217,expense,221.3,Finance,2024-11-20
1545,1140,expense,171.77,Marketing,2024-07-11
1546,1615,income,476.96,Sales,2024-12-11
1547,1957,expense,1165.37,Marketing,2024-11-20
1548,1209,expense,1638.94,Sales,2024-12-28
1549,1984,expense,530.08,Marketing,2024-08-31
1550,1992,income,910.57,Marketing,2024-08-17
1551,1622,expense,372.43,HR,2024-10-02
1552,1615,expense,116.8,Sales,2024-11-20
1553,1827,expense,371.89,Finance,2024-09-25
1554,1682,income,404.93,HR,2024-12-18
1555,1459,income,678.29,Finance,2024-08-19
1556,1355,expense,124.16,Marketing,2024-08-29
1557,1323,expense,229.68,HR,2024-08-28
1558,1132,income,226.3,Marketing,2024-07-15
1559,1887,expense,1602.48,Sales,2024-07-29
1560,1804,income,293.44,Sales,2024-08-09
1561,1839,expense,703.44,Finance,2024-07-31
1562,1126,expense,694.77,Sales,2024-09-11
1563,1105,expense,154.31,Finance,2024-07-11
1564,1603,expense,424.16,Marketing,2024-09-19
1565,1798,income,1123.59,HR,2024-08-31
1566,1377,expense,322.37,Sales,2024-11-13
1567,1904,income,1451.28,Marketing,2024-08-20
1568,1050,expense,120.69,HR,2024-08-26
1569,1028,expense,38.53,Marketing,2024-11-09
1570,1461,expense,1110.29,Finance,2024-12-11
1571,1295,income,940.89,Marketing,2024-11-24
1572,1296,expense,2452.45,Finance,2024-07-24
1573,1725,income,568.77,Finance,2024-08-10
1574,1778,income,1379.84,Sales,2024-08-18
1575,1406,expense,877.08,Finance,2024-12-21
1576,1768,expense,930.32,Finance,2024-08-05
1577,1813,expense,420.99,Marketing,2024-07-10
1578,1612,income,240.93,Finance,2024-09-16
1579,1404,income,1363.3,Finance,2024-11-12
1580,1345,expense,282.92,Marketing,2024-11-17
1581,1621,expense,386.98,HR,2024-09-24
1582,1419,income,295.4,Sales,2024-12-23
1583,1181,expense,416.0,Marketing,2024-12-12
1584,1982,expense,317.92,Finance,2024-12-11
1585,1824,expense,24.58,Marketing,2024-08-29
1586,1000,expense,1068.74,HR,2024-10-04
1587,1830,expense,293.85,Marketing,2024-07-08
1588,1949,expense,444.51,Marketing,2024-11-12
1589,1566,expense,74.94,Marketing,2024-10-15
1590,1370,income,1.7,Marketing,2024-12-18
1591,1935,expense,140.71,Finance,2024-08-27
1592,1910,expense,609.69,Marketing,2024-09-19
1593,1660,expense,52.23,HR,2024-09-24
1594,1430,income,1197.83,Marketing,2024-12-21
1595,1968,expense,121.05,Marketing,2024-08-03
1596,1308,expense,114.45,Finance,2024-09-22
1597,1136,income,100.15,Finance,2024-10-25
1598,1201,expense,7.04,Marketing,2024-07-22
1599,1435,expense,738.78,Finance,2024-11-26
1600,1312,income,1039.86,Finance,2024-07-15
1601,1116,expense,476.17,Marketing,2024-11-10
1602,1665,expense,104.25,Finance,2024-10-10
1603,1936,expense,167.93,Sales,2024-11-22
1604,1802,income,323.06,Sales,2024-11-24
1605,1574,income,1543.33,Sales,2024-07-05
1606,1243,expense,142.08,Finance,2024-07-23
1607,1536,income,657.72,Sales,2024-09-21
1608,1601,expense,289.42,HR,2024-07-14
1609,1074,income,176.8,Sales,2024-07-10
1610,1805,income,304.33,HR,2024-07-31
1611,1385,income,36.93,Finance,2024-11-18
1612,1902,expense,801.45,Sales,2024-11-04
1613,1209,expense,139.4,HR,2024-11-27
1614,1474,income,646.24,Finance,2024-08-06
1615,1417,income,35.4,Sales,2024-12-14
1616,1346,income,1551.64,Marketing,2024-11-15
1617,1528,expense,107.23,Sales,2024-07-31
1618,1639,expense,1071.69,Sales,2024-12-18
1619,1938,expense,828.98,Sales,2024-10-07
1620,1954,expense,1718.83,Marketing,2024-12-11
1621,1875,expense,324.94,HR,2024-08-04
1622,1762,income,649.87,HR,2024-10-19
1623,1178,expense,231.58,Marketing,2024-09-06
1624,1181,income,101.9,Sales,2024-12-30
1625,1663,income,292.66,Sales,2024-10-25
1626,1024,expense,90.61,Sales,2024-11-03
1627,1966,expense,2009.93,HR,2024-12-22
1628,1179,expense,50.6,HR,2024-07-06
1629,1709,expense,444.84,Marketing,2024-10-27
1630,1500,expense,492.37,Finance,2024-12-03
1631,1855,income,386.18,Marketing,2024-07-30
1632,1160,expense,542.63,HR,2024-12-02
1633,1176,expense,61.75,Sales,2024-09-07
1634,1284,expense,404.86,Sales,2024-10-16
1635,1062,expense,169.29,Sales,2024-12-14
1636,1661,income,1408.17,Sales,2024-08-04
1637,1665,expense,717.89,Finance,2024-10-11
1638,1155,expense,1797.05,Marketing,2024-08-13
1639,1881,income,19.14,Marketing,2024-11-20
1640,1468,expense,167.83,HR,2024-12-07
1641,1048,expense,108.72,Marketing,2024-07-29
1642,1966,expense,5.61,Finance,2024-07-06
1643,1848,expense,138.75,Finance,2024-07-27
1644,1083,income,567.81,Finance,2024-07-28
1645,1360,income,131.39,Sales,2024-11-10
1646,1688,income,355.66,HR,2024-12-16
1647,1147,expense,1093.82,Finance,2024-08-25
1648,1629,income,591.69,Marketing,2024-10-20
1649,1341,income,250.96,Marketing,2024-08-23
1650,1475,expense,232.98,Marketing,2024-09-18
1651,1062,expense,304.16,Finance,2024-10-13
1652,1700,expense,97.42,Finance,2024-07-18
1653,1359,income,502.56,Marketing,2024-08-12
1654,1560,income,226.4,Finance,2024-09-27
1655,1326,income,956.51,Marketing,2024-09-12
1656,1768,expense,706.43,Sales,2024-12-04
1657,1735,expense,471.46,Finance,2024-07-10
1658,1140,expense,226.44,Sales,2024-11-11
1659,1989,income,117.82,Sales,2024-09-27
1660,1214,expense,748.39,Finance,2024-11-09
1661,1434,income,333.16,Marketing,2024-08-03
1662,1890,income,127.28,HR,2024-09-21
1663,1951,expense,108.56,Sales,2024-12-08
1664,1722,expense,90.4,Finance,2024-11-09
1665,1317,income,750.65,Sales,2024-12-19
1666,1031,income,130.03,Marketing,2024-10-06
1667,1669,expense,373.95,Finance,2024-07-31
1668,1284,income,300.33,HR,2024-09-18
1669,1304,income,433.29,Finance,2024-08-29
1670,1428,income,1048.42,Sales,2024-07-02
1671,1476,income,1011.52,Finance,2024-08-05
1672,1285,income,299.9,Finance,2024-11-02
1673,1143,expense,7.74,Sales,2024-11-28
1674,1423,income,277.95,HR,2024-10-11
1675,1018,expense,465.95,Marketing,2024-12-22
1676,1017,expense,407.96,Finance,2024-10-24
1677,1768,expense,526.82,HR,2024-10-09
1678,1589,expense,83.66,Marketing,2024-08-15
1679,1370,expense,519.99,Sales,2024-09-18
1680,1174,income,100.84,HR,2024-10-15
1681,1193,expense,694.2,HR,2024-08-13
1682,1501,expense,207.07,Finance,2024-11-24
1683,1987,expense,618.76,Sales,2024-08-18
1684,1112,expense,24.52,Finance,2024-09-26
1685,1113,expense,262.01,Sales,2024-08-27
1686,1221,expense,610.45,Marketing,2024-09-29
1687,1677,income,128.65,Finance,2024-11-12
1688,1946,expense,793.07,Sales,2024-10-02
1689,1830,expense,498.18,Sales,2024-12-16
1690,1643,expense,442.83,HR,2024-09-16
1691,1896,income,218.13,Finance,2024-10-30
1692,1263,expense,329.33,Finance,2024-11-20
1693,1924,income,454.84,Marketing,2024-09-14
1694,1054,income,319.77,Sales,2024-08-22
1695,1870,expense,599.18,HR,2024-07-23
1696,1642,income,284.31,Sales,2024-09-15
1697,1799,expense,112.99,Sales,2024-09-11
1698,1777,income,120.36,Sales,2024-09-26
1699,1457,expense,2.91,Finance,2024-10-11
1700,1978,income,179.02,Sales,2024-10-02
1701,1877,income,690.99,Marketing,2024-08-29
1702,1161,income,790.33,HR,2024-07-10
1703,1379,income,113.12,HR,2024-10-10
1704,1992,income,1597.63,Sales,2024-08-27
1705,1086,income,348.98,HR,2024-12-22
1706,1054,expense,1244.33,Sales,2024-11-20
1707,1475,income,613.39,Finance,2024-07-09
1708,1799,expense,640.85,HR,2024-07-13
1709,1177,income,44.44,Finance,2024-11-28
1710,1390,expense,124.22,Finance,2024-12-08
1711,1348,expense,4.43,Marketing,2024-11-14
1712,1007,expense,629.62,Marketing,2024-11-08
1713,1832,income,211.13,HR,2024-09-11
1714,1312,income,772.42,Sales,2024-10-24
1715,1758,expense,206.95,Sales,2024-11-30
1716,1834,income,855.55,Sales,2024-11-02
1717,1983,income,70.03,Sales,2024-10-19
1718,1982,income,95.2,Marketing,2024-09-09
1719,1442,income,208.42,Sales,2024-12-11
1720,1766,income,262.54,Sales,2024-09-27
1721,1327,expense,214.39,Finance,2024-07-20
1722,1053,income,721.21,Sales,2024-09-19
1723,1760,expense,50.99,Sales,2024-12-29
1724,1238,income,216.33,Marketing,2024-09-28
1725,1228,income,907.74,HR,2024-07-19
1726,1578,expense,34.57,Finance,2024-12-12
1727,1050,income,1426.63,Finance,2024-10-20
1728,1608,expense,2145.79,HR,2024-11-08
1729,1603,expense,46.37,Finance,2024-10-15
1730,1263,income,172.14,Sales,2024-10-29
1731,1417,expense,232.93,Sales,2024-09-30
1732,1802,income,748.93,HR,2024-11-24
1733,1095,expense,453.08,Marketing,2024-12-28
1734,1087,income,516.93,Marketing,2024-12-21
1735,1077,expense,708.4,Finance,2024-09-18
1736,1287,income,62.77,Marketing,2024-12-31
1737,1119,expense,895.51,Marketing,2024-07-31
1738,1813,expense,611.44,Marketing,2024-08-22
1739,1490,expense,430.6,Marketing,2024-10-21
1740,1911,expense,1102.44,Marketing,2024-08-03
1741,1451,expense,602.5,Marketing,2024-07-31
1742,1499,expense,112.64,Marketing,2024-11-16
1743,1164,income,280.84,Finance,2024-07-06
1744,1181,income,340.65,Sales,2024-07-27
1745,1468,income,28.4,Marketing,2024-07-07
1746,1909,income,1546.53,Sales,2024-08-18
1747,1734,income,68.81,HR,2024-10-04
1748,1822,expense,597.77,Sales,2024-08-29
1749,1943,income,352.84,HR,2024-08-02
1750,1977,expense,12.98,Finance,2024-08-16
1751,1006,income,1293.45,Sales,2024-12-19
1752,1329,income,954.72,HR,2024-10-27
1753,1774,expense,371.44,Sales,2024-07-27
1754,1672,expense,130.0,Finance,2024-07-22
1755,1150,expense,64.84,Sales,2024-08-16
1756,1084,expense,225.8,HR,2024-10-01
1757,1146,income,147.47,Marketing,2024-12-23
1758,1623,expense,353.31,Marketing,2024-12-05
1759,1380,income,1696.75,Marketing,2024-07-02
1760,1914,income,427.78,Finance,2024-11-20
1761,1547,expense,1103.32,Marketing,2024-08-16
1762,1284,income,526.17,Finance,2024-07-27
1763,1699,income,322.41,Marketing,2024-07-27
1764,1081,expense,964.16,Finance,2024-11-18
1765,1513,expense,318.73,Finance,2024-12-30
1766,1896,income,1014.86,Sales,2024-11-22
1767,1814,income,172.36,Marketing,2024-09-13
1768,1708,income,68.95,Sales,2024-07-10
1769,1915,income,966.6,HR,2024-10-29
1770,1522,expense,442.66,Marketing,2024-08-02
1771,1745,income,1099.53,Marketing,2024-12-12
1772,1385,expense,1388.92,Marketing,2024-11-03
1773,1706,income,27.56,Marketing,2024-07-08
1774,1470,expense,347.54,Sales,2024-12-08
1775,1118,income,234.97,Sales,2024-11-12
1776,1395,expense,491.56,Finance,2024-12-09
1777,1531,income,788.95,Sales,2024-09-09
1778,1260,expense,164.66,Finance,2024-11-12
1779,1804,income,406.87,HR,2024-08-10
1780,1933,income,616.75,Sales,2024-10-26
1781,1255,expense,72.18,Finance,2024-08-24
1782,1733,expense,841.18,Marketing,2024-07-07
1783,1904,expense,465.84,HR,2024-09-22
1784,1225,expense,1493.26,Finance,2024-11-23
1785,1052,expense,207.4,HR,2024-12-18
1786,1939,income,57.23,Marketing,2024-09-16
1787,1866,income,353.12,Marketing,2024-12-15
1788,1499,income,44.86,Finance,2024-08-22
1789,1505,expense,1745.45,Finance,2024-07-14
1790,1853,income,19.73,Marketing,2024-11-26
1791,1363,income,700.2,Finance,2024-10-21
1792,1279,expense,372.33,Marketing,2024-08-26
1793,1592,expense,229.92,Sales,2024-09-29
1794,1713,income,34.05,Finance,2024-08-15
1795,1157,income,486.65,HR,2024-12-01
1796,1631,income,440.0,Marketing,2024-09-29
1797,1058,income,164.87,Sales,2024-11-29
1798,1726,income,1205.21,Finance,2024-11-10
1799,1127,expense,181.28,Marketing,2024-12-17
1800,1735,expense,298.67,Sales,2024-10-10
1801,1720,expense,392.37,Finance,2024-10-14
1802,1881,income,52.81,Marketing,2024-12-18
1803,1114,expense,1345.31,Marketing,2024-11-05
1804,1208,income,234.63,Marketing,2024-08-01
1805,1525,expense,42.11,Finance,2024-07-06
1806,1520,expense,244.93,Sales,2024-09-12
1807,1551,income,458.4,Marketing,2024-11-12
1808,1961,income,360.42,Sales,2024-07-29
1809,1236,expense,592.97,Sales,2024-08-03
1810,1280,income,28.54,HR,2024-07-07
1811,1358,expense,167.42,Sales,2024-09-19
1812,1200,income,855.27,Sales,2024-09-15
1813,1757,expense,41.63,Sales,2024-08-27
1814,1277,income,967.19,Sales,2024-09-23
1815,1234,income,48.2,Sales,2024-12-06
1816,1493,expense,899.25,Finance,2024-09-11
1817,1003,income,223.76,HR,2024-08-14
1818,1665,income,473.64,Marketing,2024-08-16
1819,1441,income,82.96,HR,2024-09-15
1820,1028,income,34.23,HR,2024-09-11
1821,1108,income,121.63,Marketing,2024-12-15
1822,1609,income,68.4,Sales,2024-10-24
1823,1726,expense,187.28,Marketing,2024-07-30
1824,1804,income,361.17,Sales,2024-09-09
1825,1074,expense,444.29,Marketing,2024-11-22
1826,1837,income,780.01,Finance,2024-10-11
1827,1145,income,533.91,HR,2024-11-10
1828,1127,expense,469.21,Sales,2024-10-12
1829,1852,income,265.33,HR,2024-10-30
1830,1041,expense,321.04,Sales,2024-11-06
1831,1355,income,267.66,Marketing,2024-07-31
1832,1040,expense,923.11,Marketing,2024-12-10
1833,1933,expense,130.68,Marketing,2024-10-17
1834,1033,expense,2.87,Finance,2024-09-10
1835,1016,expense,526.8,Marketing,2024-12-05
1836,1676,expense,113.11,Marketing,2024-11-04
1837,1152,income,1104.16,Finance,2024-09-23
1838,1997,income,979.66,HR,2024-07-15
1839,1377,expense,39.92,HR,2024-08-25
1840,1587,income,56.24,Sales,2024-07-27
1841,1598,income,341.77,HR,2024-07-02
1842,1628,expense,469.81,Sales,2024-09-12
1843,1873,income,160.73,Sales,2024-09-02
1844,1341,expense,630.8,HR,2024-07-05
1845,1980,expense,451.83,HR,2024-09-29
1846,1026,expense,196.39,Finance,2024-09-06
1847,1824,expense,12.85,Sales,2024-11-18
1848,1286,income,693.45,HR,2024-09-19
1849,1645,income,120.88,HR,2024-09-23
1850,1730,expense,899.31,Finance,2024-07-23
1851,1167,income,272.61,HR,2024-10-05
1852,1609,expense,430.28,Marketing,2024-12-25
1853,1267,expense,1031.58,Marketing,2024-11-01
1854,1748,expense,996.17,Sales,2024-08-06
1855,1820,income,232.23,Finance,2024-07-30
1856,1454,expense,117.16,HR,2024-11-28
1857,1905,expense,746.15,Sales,2024-12-09
1858,1684,expense,283.77,HR,2024-12-30
1859,1400,income,106.62,Marketing,2024-10-25
1860,1921,expense,1173.92,HR,2024-07-09
1861,1980,expense,110.39,HR,2024-11-09
1862,1475,expense,13.07,HR,2024-09-04
1863,1701,expense,10.24,Marketing,2024-10-28
1864,1633,income,486.85,Marketing,2024-11-01
1865,1557,expense,541.87,Finance,2024-12-08
1866,1575,expense,186.29,Marketing,2024-12-07
1867,1129,income,192.84,Sales,2024-08-13
1868,1821,expense,207.37,HR,2024-10-17
1869,1362,expense,569.96,Marketing,2024-08-06
1870,1704,expense,29.95,Sales,2024-09-05
1871,1818,expense,1323.36,Marketing,2024-08-29
1872,1692,expense,125.85,HR,2024-08-05
1873,1291,expense,4013.09,Sales,2024-08-18
1874,1370,income,94.08,Marketing,2024-12-26
1875,1793,income,738.21,Marketing,2024-10-15
1876,1028,expense,126.42,Sales,2024-07-08
1877,1148,expense,42.15,Finance,2024-12-25
1878,1778,expense,1039.45,Sales,2024-08-10
1879,1295,expense,978.62,Sales,2024-10-09
1880,1010,income,258.4,Sales,2024-10-21
1881,1511,expense,606.0,Sales,2024-10-17
1882,1675,income,407.17,Marketing,2024-12-13
1883,1112,expense,958.51,Sales,2024-09-24
1884,1186,expense,189.21,Sales,2024-09-16
1885,1806,income,370.82,HR,2024-08-24
1886,1743,income,332.16,Marketing,2024-10-18
1887,1226,expense,218.41,HR,2024-11-23
1888,1309,expense,1110.3,Marketing,2024-09-03
1889,1097,income,90.69,Finance,2024-09-02
1890,1054,expense,80.97,Finance,2024-11-17
1891,1622,expense,430.08,Marketing,2024-10-26
1892,1663,expense,535.73,Finance,2024-12-16
1893,1757,expense,108.22,Finance,2024-08-11
1894,1405,expense,247.74,Marketing,2024-10-25
1895,1068,expense,1464.63,Sales,2024-08-19
1896,1311,expense,141.59,HR,2024-12-11
1897,1288,expense,551.85,Marketing,2024-08-17
1898,1761,income,673.82,Marketing,2024-09-11
1899,1547,expense,297.22,Marketing,2024-11-13
1900,1750,income,1386.5,HR,2024-11-30
1901,1147,income,667.15,Marketing,2024-11-12
1902,1466,income,306.18,HR,2024-10-14
1903,1738,income,421.21,HR,2024-07-08
1904,1243,expense,589.82,Finance,2024-10-18
1905,1490,income,448.48,Sales,2024-07-31
1906,1848,expense,1054.73,Finance,2024-07-12
1907,1957,expense,220.72,Marketing,2024-11-04
1908,1506,expense,178.26,Marketing,2024-08-26
1909,1364,income,120.3,HR,2024-11-17
1910,1481,expense,19.26,Finance,2024-07-27
1911,1200,expense,21.98,HR,2024-08-15
1912,1153,expense,1020.32,Finance,2024-11-12
1913,1449,expense,567.21,Finance,2024-08-30
1914,1500,expense,540.19,Finance,2024-08-27
1915,1072,expense,476.79,Finance,2024-07-13
1916,1712,income,945.96,Finance,2024-12-28
1917,1295,expense,327.22,Sales,2024-10-08
1918,1016,income,1021.69,Marketing,2024-08-18
1919,1640,expense,222.71,Finance,2024-08-04
1920,1216,income,1306.65,Finance,2024-10-02
1921,1060,income,599.75,HR,2024-10-03
1922,1938,expense,148.65,Marketing,2024-11-22
1923,1615,expense,415.15,Marketing,2024-09-10
1924,1041,income,380.75,Marketing,2024-10-31
1925,1024,expense,74.19,Finance,2024-07-10
1926,1038,expense,447.32,HR,2024-12-09
1927,1802,income,189.01,Marketing,2024-07-04
1928,1130,expense,26.88,HR,2024-11-02
1929,1497,income,1484.61,Sales,2024-07-29
1930,1228,expense,512.9,Sales,2024-08-15
1931,1107,expense,1047.46,HR,2024-12-21
1932,1171,income,563.59,Finance,2024-09-15
1933,1434,expense,220.79,Marketing,2024-08-28
1934,1477,income,359.43,Sales,2024-09-04
1935,1101,expense,563.12,Sales,2024-12-09
1936,1865,expense,1612.6,HR,2024-10-15
1937,1523,expense,146.29,Finance,2024-09-24
1938,1274,income,1039.63,HR,2024-11-10
1939,1612,income,1289.02,HR,2024-07-09
1940,1043,income,554.96,HR,2024-07-20
1941,1954,income,1338.76,HR,2024-11-26
1942,1816,expense,253.65,HR,2024-11-04
1943,1956,expense,1528.98,Finance,2024-07-17
1944,1016,expense,606.65,HR,2024-07-12
1945,1329,expense,21.46,Finance,2024-09-20
1946,1568,expense,1186.89,Marketing,2024-09-05
1947,1822,expense,331.28,Marketing,2024-11-10
1948,1496,expense,308.4,Marketing,2024-08-22
1949,1814,expense,417.89,Marketing,2024-12-27
1950,1011,income,80.9,Sales,2024-12-23
1951,1317,income,316.65,Finance,2024-11-24
1952,1591,expense,889.3,Marketing,2024-11-22
1953,1215,income,7.8,Sales,2024-08-23
1954,1338,income,159.36,Finance,2024-09-06
1955,1775,expense,1.23,Sales,2024-08-04
1956,1990,expense,268.68,Sales,2024-09-26
1957,1660,expense,651.56,HR,2024-12-16
1958,1080,income,801.66,Sales,2024-11-18
1959,1726,income,1451.94,Sales,2024-12-08
1960,1484,expense,468.89,Finance,2024-07-15
1961,1373,expense,146.94,Sales,2024-07-15
1962,1975,expense,1289.49,HR,2024-07-31
1963,1709,expense,746.53,Marketing,2024-10-15
1964,1199,expense,427.16,Marketing,2024-12-03
1965,1536,expense,594.77,Finance,2024-07-10
1966,1465,income,1290.6,Finance,2024-08-26
1967,1088,expense,623.08,Sales,2024-12-08
1968,1267,expense,229.73,Finance,2024-07-07
1969,1654,expense,624.19,Sales,2024-11-10
1970,1570,expense,20.56,Finance,2024-11-02
1971,1921,expense,244.22,Marketing,2024-10-27
1972,1488,income,260.71,Marketing,2024-09-18
1973,1876,expense,91.26,Marketing,2024-11-01
1974,1537,income,11.68,Marketing,2024-08-26
1975,1046,expense,71.58,Sales,2024-09-10
1976,1287,income,531.56,Sales,2024-12-15
1977,1777,income,810.47,Sales,2024-07-28
1978,1015,expense,2219.98,Marketing,2024-08-05
1979,1710,expense,212.6,HR,2024-08-25
1980,1400,expense,457.37,Marketing,2024-12-22
1981,1918,income,1383.46,Marketing,2024-10-24
1982,1793,expense,91.39,HR,2024-12-15
1983,1980,income,632.3,HR,2024-08-28
1984,1085,expense,703.21,Finance,2024-12-18
1985,1249,expense,46.59,Marketing,2024-10-31
1986,1390,expense,987.54,HR,2024-09-04
1987,1781,income,838.6,Finance,2024-07-09
1988,1334,expense,16.99,HR,2024-11-11
1989,1628,income,47.75,HR,2024-10-27
1990,1518,expense,25.19,Finance,2024-10-30
1991,1136,income,203.79,Marketing,2024-09-03
1992,1882,expense,355.95,Finance,2024-11-08
1993,1687,income,380.02,Marketing,2024-12-12
1994,1839,expense,155.76,HR,2024-11-04
1995,1497,expense,1212.92,Finance,2024-09-25
1996,1826,expense,229.64,Sales,2024-08-02
1997,1726,income,23.31,HR,2024-11-14
1998,1476,expense,178.5,Finance,2024-08-22
1999,1593,expense,378.69,HR,2024-09-30
2000,1222,expense,262.31,Finance,2024-08-20
2001,1989,income,159.99,Marketing,2024-09-09
2002,1371,expense,70.39,Sales,2024-12-01
2003,1934,expense,855.08,HR,2024-11-21
2004,1994,income,2779.22,Sales,2024-08-09
2005,1401,income,199.9,Marketing,2024-12-26
2006,1442,expense,240.33,Finance,2024-08-08
2007,1489,income,481.22,Sales,2024-12-30
2008,1614,income,633.71,Finance,2024-12-11
2009,1272,expense,248.81,Marketing,2024-10-29
2010,1525,expense,1176.57,HR,2024-09-23
2011,1158,income,410.49,Marketing,2024-12-20
2012,1151,expense,299.27,Sales,2024-11-14
2013,1994,income,520.18,Sales,2024-08-06
2014,1619,income,1526.72,Sales,2024-09-25
2015,1187,income,791.28,Finance,2024-11-06
2016,1812,expense,20.42,HR,2024-09-01
2017,1097,income,201.97,Sales,2024-08-12
2018,1130,income,317.95,Sales,2024-12-03
2019,1804,expense,188.82,Sales,2024-10-08
2020,1170,expense,602.3,Marketing,2024-12-06
2021,1935,income,875.12,Sales,2024-10-13
2022,1985,expense,657.16,Marketing,2024-07-08
2023,1182,income,2270.31,Sales,2024-12-09
2024,1982,expense,159.1,Marketing,2024-08-18
2025,1363,expense,1039.68,Finance,2024-10-04
2026,1038,expense,727.55,Finance,2024-10-31
2027,1526,income,224.85,Marketing,2024-08-16
2028,1887,income,662.36,HR,2024-07-25
2029,1496,income,54.95,HR,2024-11-08
2030,1515,income,778.74,Marketing,2024-12-20
2031,1348,income,380.0,Finance,2024-10-22
2032,1981,expense,172.86,Marketing,2024-12-27
2033,1920,expense,533.23,HR,2024-10-07
2034,1396,expense,513.08,Marketing,2024-10-04
2035,1721,expense,117.54,Finance,2024-08-03
2036,1160,expense,15.43,HR,2024-10-17
2037,1015,expense,284.25,HR,2024-09-30
2038,1492,income,421.42,Sales,2024-07-08
2039,1425,expense,1046.18,Sales,2024-12-02
2040,1107,expense,1317.05,HR,2024-09-01
2041,1893,expense,376.24,HR,2024-09-20
2042,1449,expense,700.81,Marketing,2024-07-25
2043,1310,income,289.29,Finance,2024-12-23
2044,1738,income,685.37,HR,2024-11-06
2045,1169,expense,114.58,Finance,2024-07-08
2046,1545,income,231.86,HR,2024-11-01
2047,1413,expense,502.87,Finance,2024-11-26
2048,1250,expense,9.16,Sales,2024-10-06
2049,1758,expense,640.9,HR,2024-10-09
2050,1780,expense,902.53,Marketing,2024-10-19
2051,1140,income,254.7,Finance,2024-12-04
2052,1273,income,297.05,HR,2024-12-05
2053,1415,expense,952.85,Sales,2024-07-03
2054,1607,expense,747.28,Sales,2024-11-12
2055,1738,expense,169.94,Sales,2024-10-08
